WeatherCondition,PopulationDensity,UrbanActivities,EnergyConsumption,EnergyDistribution,EnergyStorageHealth,DemandResponse
0,699,0.9758933378958987,148,0.20923452767137662,0.7542934051393639,0.7073382523289572
2,168,0.9390813048870201,119,0.2318307061698115,0.9220941447377982,0.5061521972147519
8,136,0.27188832191852463,198,0.04981283807596637,0.6592358275814932,0.5306577890780703
0,864,0.5097768447035125,166,0.18784571128199445,0.20133072861575452,0.4499463531089096
8,863,0.175454970196941,75,0.37881539360979866,0.08588007667438391,0.5848467030993998
7,239,0.8062096551724331,178,0.39957269871490375,0.22941197070619668,0.22967635593177216
0,966,0.8884317051440961,163,0.4206280869315733,0.33850850541934996,0.20751579982731938
5,992,0.8512888392975149,114,0.4796929462353744,0.33373530400703,0.9419644353617618
4,779,0.4333669486968349,59,0.5719106157591509,0.4985459330136406,0.45040940429051024
5,665,0.758673884686781,144,0.18942902459545718,0.505169216031949,0.8271758089864095
9,997,0.09757916957626944,170,0.6139441830760658,0.4714326116151364,0.9168317523624687
4,277,0.04024477061925069,175,0.33655458746928857,0.3438238758829102,0.614883404701099
5,908,0.7532364143087609,86,0.7340107351391284,0.10683047383870481,0.2987932686920448
4,912,0.4253552743286837,118,0.5572044501863175,0.41831829149859523,0.6798032113070672
4,970,0.9955492647395692,90,0.5542686268381061,0.9857603424523242,0.4309138934380844
3,717,0.0972542158555324,94,0.6854869885928732,0.6538748730844477,0.9730681012029024
2,236,0.8556276815352337,172,0.33301899095356735,0.4397773472038047,0.8112896087101339
2,289,0.4799830655289917,175,0.42923294056147543,0.08349062807647578,0.8149448233229993
3,739,0.827150195503877,76,0.5828978684328819,0.21324871906252585,0.588689011557502
8,441,0.8171272821701449,133,0.4215556205157256,0.5746472940051758,0.008415543044507201
1,658,0.9159920013620774,185,0.4442574744337533,0.4978738456480062,0.8318207220016514
8,104,0.2978500112861028,98,0.27248707278904316,0.019195062564070997,0.025371893486299535
0,356,0.9497993534620031,145,0.2873850262565758,0.08623583176589555,0.12235806102632596
0,911,0.15166696035762028,170,0.6989574070047861,0.3560085811213889,0.8386691196427565
4,761,0.08196877759349053,163,0.00428114202680574,0.14082578283027192,0.2187949728330313
5,905,0.43161551737234916,63,0.0952904222083385,0.9578426789773088,0.8411261467242237
5,342,0.8283229686418426,111,0.9488098895045057,0.034117694850596236,0.23635088788385195
2,886,0.4734211306334456,92,0.18701808186300684,0.974049372708639,0.7707083199332366
6,819,0.8292866775305141,145,0.418120891874874,0.656553720260748,0.5421764163162145
8,514,0.7296868057943052,76,0.849685136123002,0.40722772393572004,0.6709938636702725
9,726,0.20942838613893355,117,0.00010237252584688328,0.5394325461237348,0.8380813513744508
7,806,0.9488816248994638,176,0.9251791894708498,0.41012471215139157,0.9840284146309638
5,442,0.060781168629403415,97,0.05348862389636866,0.5732076250948954,0.08569181059058006
7,781,0.8982797075437949,116,0.17086904952401072,0.15200615413299723,0.6853832893794164
4,478,0.304443448990374,74,0.029103543332409387,0.12001320897346701,0.9587254810615213
7,693,0.5001480831643993,168,0.5195200462345985,0.5285906760978318,0.3737956245271724
9,765,0.4223518727007345,58,0.9430943100855023,0.07133965784473406,0.33374483458736603
3,752,0.17183455691691618,185,0.8390366115940365,0.29248430264690206,0.6799769889771914
9,925,0.35814686640169313,144,0.6397485462646788,0.9268950329384845,0.4019510566937614
7,245,0.19293443629279527,108,0.18548863757359701,0.8762131083478801,0.21446051637989694
9,422,0.20388647546052385,66,0.8695970985269842,0.8314022954077976,0.16146708580659153
1,221,0.18705683602638035,144,0.754775391136719,0.5071636864781975,0.19263021364579314
4,351,0.48901738034659425,181,0.2668477635474832,0.02788470459748138,0.7043110296597136
8,954,0.7979313675113155,150,0.8050891633958567,0.12136926140191673,0.918695107093701
3,998,0.568970033761241,185,0.8771513380318489,0.9194510748894027,0.806013698003735
5,410,0.8932065885508419,91,0.6982260124296713,0.8364073321041746,0.448201645556206
0,700,0.6365444885767242,98,0.10038415097052822,0.37652182214372076,0.5286011513632505
8,574,0.6893401156326044,55,0.9842468433298002,0.7289755348799891,0.6201734352967532
0,669,0.6676072297270031,122,0.07600098896598628,0.8545277932182889,0.5799466315026838
4,591,0.44945919318374117,81,0.6544739881502337,0.6203355995395513,0.9684727457564553
3,674,0.6893388222000828,192,0.11052525520579626,0.8535269467890646,0.8866930759773732
2,446,0.06970774646896116,131,0.9054133586208218,0.24467400786895688,0.04354018261228576
5,919,0.8598514719156631,118,0.3499776834223788,0.4621357467763103,0.8357658477444365
1,586,0.7778121434439174,163,0.5115030223878058,0.5790417848156435,0.11406096163524515
2,572,0.2452299582316788,76,0.17876158436401057,0.6311574469133694,0.6902095371893266
4,481,0.7680324542540824,115,0.5465621897831378,0.986990322568669,0.28565001264171974
8,379,0.012642601400018494,100,0.9388399052389893,0.8459313383754372,0.7733834025921589
1,171,0.21724657248088042,198,0.9016330706331568,0.05526091304209779,0.008606239776282387
9,620,0.06513723867089594,124,0.06389592020223589,0.16913340444355862,0.38227180552476725
7,465,0.7802269166178947,99,0.37825850647433734,0.657141963341356,0.021522315111855095
1,193,0.7558741511783872,141,0.2674313630421663,0.24051002964182533,0.953530022004771
4,472,0.8136360238018306,161,0.48136147711308885,0.15896791324064907,0.015364920555451023
6,438,0.004481693325528835,117,0.8337291623350698,0.666650882196331,0.15528993733879493
7,536,0.501232726678408,155,0.7388517856494307,0.536424551333452,0.5392727856207723
0,435,0.7048361975173365,193,0.3439781921638474,0.80518997747133,0.6461511032678182
5,763,0.15540112873901546,125,0.38266582956219697,0.3193611972063489,0.7289912591327689
0,591,0.6497907275126247,135,0.6542549920082402,0.3297039085120007,0.2469023514653086
1,967,0.08411009930968572,156,0.19422516883264784,0.15049196271239562,0.3009950058376313
0,139,0.18132585610431318,105,0.10272802014449134,0.652258146028608,0.23990290223265376
4,458,0.475796814994601,129,0.24258846421092228,0.7088918442950791,0.24407282230653216
9,673,0.653565152681102,73,0.1240324313524298,0.13842682261763883,0.7817929143730972
8,353,0.1458691269538961,77,0.35198424324732636,0.2541134413181422,0.9479987965006581
5,680,0.1852233308309379,170,0.9375657840594263,0.15427131737003985,0.5958029356018919
0,497,0.204446367065663,142,0.12029947602516777,0.747676996999029,0.15743059018176409
0,856,0.23870080469897847,134,0.8183221436090667,0.2090977296359089,0.06543282156838881
1,976,0.22655384852629123,161,0.5346480314381526,0.15224656459035724,0.23917656964582446
8,269,0.39514910849763674,171,0.6329030765007971,0.06985170748658809,0.17779441319277223
2,789,0.6537896508367229,138,0.17008236801808196,0.8312994742261837,0.578521165958544
0,800,0.43803178313446967,80,0.15137331147189448,0.12397914884798344,0.6979306667837901
4,610,0.7759739087498881,192,0.16274367681181057,0.029667053864524395,0.004590781075530237
6,359,0.7192685059486148,160,0.6670628763917479,0.0643053203509466,0.43962036255980386
5,683,0.12652691404907568,91,0.747788266741729,0.3668308721282768,0.6229792553013127
0,558,0.04884162332074393,151,0.920244944499519,0.5966525407264297,0.1928756864289265
4,628,0.8779415639996061,99,0.3981923526671355,0.39820470756091586,0.9009708344225728
4,981,0.07983106656287342,173,0.4619693841001401,0.455406920476522,0.5490122702284063
5,440,0.14833918071971308,182,0.46959501599581244,0.9193054565263097,0.34539777854986997
2,156,0.02213327555811806,62,0.2698979027865671,0.7589211613300642,0.018675614753740466
4,317,0.6283363652986538,81,0.32823265464399665,0.34104130335018523,0.48430686460320715
6,718,0.5823705631583486,128,0.8468202360767562,0.15431458229709027,0.33594603283237756
4,915,0.9869036664352556,140,0.34372218458592163,0.7491724449463565,0.9695462919930965
4,784,0.886932396317172,55,0.8690961019234852,0.5735237772119127,0.37875496362847305
4,830,0.4108431774809097,74,0.3052677114830531,0.9622466871609839,0.9210074154381872
9,563,0.371585840912535,199,0.3398831625426503,0.9084423476574017,0.686054386463473
9,346,0.2968520342799851,117,0.5602808717789113,0.5636427306556875,0.0739630575290835
2,829,0.15240692003788137,192,0.10312684714322584,0.06991019350583105,0.9327204775395735
0,472,0.13808365660200905,75,0.922062267166209,0.030959681204975942,0.16844842355630485
4,516,0.13228370800960543,67,0.8203998386385193,0.8375204006260843,0.4480235672278684
8,130,0.11411475718677855,122,0.6705038275075773,0.698042125885444,0.923004021821347
0,467,0.24051204240553692,111,0.9881250136981269,0.5601573868563272,0.8285098865794904
2,658,0.3066686303131164,117,0.015999361346902052,0.6889252343743941,0.48758179537707846
3,745,0.9615789710389159,97,0.4110603164323229,0.5397868342560576,0.2069205417066362
0,207,0.5784732510018857,112,0.8583430583316742,0.5783377355772339,0.5092610486491469
0,683,0.987595774513281,183,0.4330172797739914,0.22588896140963344,0.5476343750453754
7,938,0.37246694782567324,100,0.005241336809270636,0.455504413336259,0.9969366184902353
1,517,0.45762663258944103,61,0.15775411559595398,0.011073542465420805,0.8240312870822087
7,719,0.32457865916527917,175,0.4340724123867524,0.6687336494609888,0.8613170239555474
6,920,0.18288765089655268,58,0.6679478609527235,0.33230255821851906,0.9861874247575793
9,497,0.14316470777757917,56,0.16265426838482255,0.6563241524373352,0.5233193485019338
9,371,0.9450791978078319,199,0.4480430602983698,0.9264616695553327,0.5852264889310035
1,782,0.9868106817987558,195,0.012788537735544225,0.591643314661078,0.4544442169751406
5,215,0.04490949650873155,107,0.4775005222342973,0.3280850023636098,0.12545404336431132
5,940,0.15034587473176653,89,0.8959244762391758,0.2071586204200283,0.5252567234628477
2,685,0.4235240923010226,138,0.59676803152359,0.2517084859759684,0.5825888847605856
1,355,0.18633347634440733,80,0.4406556312271691,0.9872970293420887,0.23727214513164518
0,180,0.3638803936268833,75,0.16225933569432438,0.6153630504533943,0.7828243080466848
5,879,0.12909634985963336,155,0.20241856351651166,0.44054550807729376,0.12448232807152249
4,227,0.45651175672179023,133,0.0765099500700791,0.23097502358133837,0.5019992494766445
8,937,0.2716946161692593,125,0.7424110435606,0.7730507167740589,0.662713084751284
0,334,0.3519050557586608,193,0.07713527757480731,0.3874433439152841,0.054931320424637886
6,652,0.09431265146274759,172,0.38394882873420166,0.3011266055031655,0.804053309632374
4,280,0.4281280507101417,91,0.7498446935127548,0.22230472067883478,0.3041541930449836
4,256,0.9832576109615698,182,0.7128226994134951,0.18563123165854012,0.7177492078736774
1,553,0.3288330468811903,110,0.577532166585275,0.2733769760594654,0.10820925142137383
2,670,0.876429274842435,93,0.5713077341260681,0.6272029480297201,0.620298609148858
6,956,0.8431991416236851,84,0.09032808029190609,0.23984777244844713,0.5572121234141438
5,860,0.9520584182972106,157,0.17491527175448995,0.06059841300884694,0.15000259285969197
1,803,0.7901095122670945,140,0.5347444571072109,0.3590245247288345,0.6247448951981561
5,123,0.659596827058815,177,0.3480803282555798,0.5848519080611229,0.6913241792153907
1,572,0.8565844442274576,50,0.018937101093339015,0.06021805357519783,0.49850234503350443
1,499,0.07564468065734964,92,0.7981667328791635,0.45262518249607553,0.5785767653262517
1,691,0.4628306571988078,81,0.6538132671074967,0.05228873490574415,0.8874195574009188
2,233,0.9892562386150588,152,0.3257854666690967,0.7681795658923013,0.6977030144582087
1,520,0.7696001512947322,82,0.09820519729237398,0.8718824931653926,0.9059546633362283
3,312,0.9620753780372231,144,0.5912007606420349,0.9638081403495337,0.5523439537122995
8,999,0.7796343561334791,158,0.3485495685666451,0.6912636637623996,0.17485306100718712
5,581,0.8748819674421442,115,0.2553893370081426,0.632064397745533,0.2462907870122436
0,447,0.706529632303191,79,0.7214692530161588,0.6940770854728486,0.1764105647811266
7,265,0.7605020044172398,59,0.3281500610494358,0.854648185907221,0.3352485499062684
6,447,0.5231780098395007,72,0.1360484915969128,0.8070927894117302,0.47753615012044304
9,948,0.9242377008141329,146,0.48165374782959347,0.4384964338785614,0.25593149259063575
2,497,0.8250389106233617,88,0.8284657882495069,0.6510731742262825,0.47563475099085917
0,682,0.8438849656656322,172,0.8496587841996274,0.16192028066439446,0.364358082506818
4,825,0.6730091009630523,152,0.8493431648003485,0.6949256249358007,0.5553472646181752
3,534,0.304579947087249,71,0.4209198394014817,0.7307705285394896,0.428513773465654
9,676,0.03562979539013933,54,0.7909342112394347,0.8013099006087825,0.4340928075812206
7,320,0.9356551294095445,188,0.85023076796546,0.8176486015855888,0.4906211839765977
0,407,0.5861203488054969,188,0.4595382101926465,0.4399080526430209,0.9878752305803077
9,897,0.29814297114814026,188,0.31873938892037945,0.9035167821326267,0.55654844830989
0,796,0.1491351078475378,194,0.7019645468105937,0.9809503137411276,0.7233377332684362
3,818,0.8295231655007547,132,0.904469272355995,0.9780410824660772,0.41674559127362554
7,565,0.8365201944475789,81,0.9721524851245122,0.58576095823464,0.32584905733149816
4,198,0.8145079681305315,110,0.2902248056771555,0.5594827592361026,0.916577197794203
1,341,0.6450826919667862,74,0.9561710561317173,0.45733419026725386,0.7423603278693486
5,257,0.3660153875918759,113,0.4992822467074933,0.29979409430010795,0.5824297657577135
4,709,0.304070284780257,140,0.30603470430098045,0.33375778608711926,0.33643129364289415
1,653,0.008554770118170185,191,0.9883981102235291,0.21575210483117868,0.2578602738737208
2,750,0.8336075586882403,91,0.8778079751238439,0.9557226279772394,0.25207167973724687
8,894,0.08743269749364246,88,0.6924165892752905,0.6198265952907015,0.5037308371895625
6,326,0.6307549980407676,51,0.8949422301216396,0.9344631753073681,0.8748204660990574
6,522,0.5040749468400884,130,0.6814878727049167,0.38712565570171986,0.8810478203227708
5,171,0.5266893589263512,50,0.4404037984420949,0.2981948644659328,0.744985263756968
7,342,0.9267128453077733,158,0.9480495570540051,0.13274492888576228,0.5424911679336293
3,629,0.03161501127124211,174,0.963247677716093,0.3002459084590685,0.23490973774019008
7,688,0.7733922246287723,113,0.31417509728973836,0.8901606075724783,0.47885241286077995
3,144,0.05205239836730713,131,0.3543953345633306,0.582276198702626,0.6947225519382121
7,571,0.0381536059353772,127,0.38272044076540457,0.4524780298988751,0.5950166493501421
8,470,0.42981769814138193,160,0.8221459517172414,0.5682495379537984,0.5140341252259619
2,954,0.06307517434296672,191,0.7911456508431024,0.8926892650732383,0.42821161953332754
2,751,0.789143951292912,65,0.9831151047561281,0.19282267043339474,0.7525142965391517
1,788,0.5295630936483372,103,0.46521367703236005,0.9656593564854588,0.8422351236383114
9,833,0.029038782659774443,190,0.736767094067595,0.6661943799452291,0.722911237080254
2,191,0.04050068648191951,173,0.8567204698454748,0.855350214123492,0.9379275373379905
2,121,0.6126685297394794,129,0.2212304381339767,0.5254068697304362,0.7798734916993285
4,271,0.8061118176584049,128,0.6205554275116324,0.236637872196373,0.4506048520124649
4,703,0.43779953127477356,198,0.5477076763971989,0.5674343644332535,0.6167534860777611
1,291,0.5545806715356244,176,0.7428270050004,0.06793955388204242,0.5043671998194704
9,176,0.7998294540499016,72,0.6954279826176692,0.852195163476209,0.5463232969358784
5,380,0.6105061740418192,87,0.8127926108516373,0.6495791012969098,0.8956998639882746
4,463,0.22476023765881947,126,0.31114519035146393,0.2828571061173134,0.30085851628904514
5,278,0.6130520258694786,81,0.2163563916735941,0.27446935352253454,0.013094794562872325
0,337,0.6282794590652135,161,0.8051987309074251,0.902806019491646,0.6956468001634339
4,234,0.7341069808811267,155,0.36056343102723,0.8409070993289987,0.18101368223578262
8,976,0.6208741875568012,140,0.28757355792657846,0.7631086723910305,0.15423241629126694
9,379,0.969242130458038,147,0.3368185255268695,0.41479190273653255,0.9924762081026514
1,118,0.19728830871706848,94,0.06635399105102746,0.8725050847474909,0.26677525646183564
0,694,0.9510906795670763,98,0.7731443461572676,0.2468901233910279,0.20376775956856974
9,839,0.5383394903500163,53,0.7151596585400799,0.024253917819162196,0.1909832767129147
8,470,0.671956140494912,195,0.55269245382874,0.43276995847994315,0.41235354007242275
9,876,0.09946159745218985,113,0.7160849799072093,0.919525292173029,0.40941782627043244
8,211,0.380575941378107,157,0.3731331667482952,0.5712270152379826,0.6324995011783756
8,862,0.7693791464631726,170,0.29536907611037955,0.22943575070003208,0.10363869069486442
5,775,0.7069110150989903,139,0.8623009893481458,0.6508213027012257,0.6354449098897494
7,969,0.040139388165410184,105,0.4224545702892062,0.7449856849280511,0.4536328997119523
0,779,0.5465942634972446,69,0.19591217178469011,0.550337827720627,0.2076540933994696
9,320,0.08827819296840944,126,0.7490439156123414,0.8425980236416369,0.7782210559647431
3,403,0.9958564291781623,136,0.3358718542861926,0.5923725919173376,0.47406290898885817
0,802,0.8972965885332946,187,0.21185130089972715,0.09602058871412522,0.7170612412570423
7,424,0.021080660428536957,164,0.02721427771589202,0.8095450839152268,0.9205695747455582
0,536,0.8586495789026308,143,0.9706017582814578,0.14635619999843885,0.35340478321932645
2,537,0.9194296005584076,199,0.4672893839477671,0.8827551636838054,0.8979044482330356
3,269,0.3535482225634551,182,0.16175787302793965,0.5218450172641038,0.20034148370368698
7,474,0.7195016550477659,163,0.7578111595507295,0.7318667276231169,0.22213042743544187
5,656,0.4421037462077789,58,0.8876511280462965,0.9720949118255263,0.6636975622713954
9,480,0.6552324845763441,92,0.5279679925988612,0.43194314358854435,0.10263167459494316
6,113,0.34031740429819146,53,0.028359458784542158,0.45972184397782967,0.4547800092809331
7,842,0.32255923663326835,114,0.3651429614012456,0.8258458771927397,0.2138322748944883
1,768,0.42443388885757904,147,0.24310163563176035,0.11023775545985304,0.5708563432297866
9,599,0.14556775865250116,104,0.6363974698559645,0.02769889710356499,0.8068225002442627
7,745,0.8311389644353826,195,0.5188578017517028,0.6043165413596198,0.042424459817614446
2,490,0.34869789536163665,193,0.35573684373267034,0.16751977988807665,0.4133100188494997
6,648,0.40014955390584517,136,0.6485051380715374,0.2557382277434457,0.7306726144699032
2,664,0.8940546127021446,139,0.5844292820984014,0.9762799189332771,0.34225430282019764
6,629,0.49662381406317135,93,0.906490124460262,0.6531480473153082,0.04170605259748128
1,591,0.5442539093508629,54,0.5968029522800831,0.8557626779351148,0.5913803138277343
9,649,0.9564981247770985,78,0.5077118847116318,0.8977910459171087,0.12016452115440546
5,798,0.8867263831449892,175,0.8236700841540623,0.12135002553279117,0.3699197025293298
2,484,0.1694667088884395,53,0.20241966926064325,0.9277775181673621,0.9905331883669778
2,295,0.47321502991810505,148,0.24356461783906236,0.866519186853469,0.39801996880483514
8,854,0.9712962274285455,98,0.7835731351079905,0.04534263592633625,0.8428569462774599
6,399,0.3723662982286027,134,0.4423502270323385,0.9772076203237124,0.8598062343763748
4,914,0.37157310851620007,185,0.40923586209249896,0.4583169502447576,0.26283116949011176
9,646,0.19503023178915435,171,0.8870779544778049,0.9744884123510272,0.5955049798605708
6,826,0.11432311411912521,165,0.6101090342930682,0.8238544535436797,0.947458663869599
8,830,0.7403047907559818,198,0.8029091403998183,0.44013419708582024,0.6063326306032241
0,927,0.7700304687015165,182,0.8098388706096864,0.5115574331724856,0.8132543348418667
6,701,0.9690129635029999,134,0.12002665831176862,0.2750975119748905,0.4625629231273285
5,407,0.773418210905363,110,0.6537023964697036,0.48691980549003766,0.7193274006011713
9,351,0.2433524940335987,185,0.9525163387060812,0.10749237331147043,0.021851993370468725
8,107,0.04011657828851545,135,0.48002708962807716,0.9086350506163939,0.7874734585265569
0,867,0.9854373843696602,67,0.7321824255223351,0.7132120979828093,0.6718494333586958
3,974,0.34045069554360574,181,0.5667328999445128,0.8052067239051655,0.3588487426060809
8,307,0.31197154243242076,53,0.2048459742409715,0.531122212297574,0.41698591039807154
3,230,0.9059552097493825,176,0.19519364571890885,0.12563388191293345,0.32661390678571145
9,835,0.5850998985449861,192,0.4338331651859725,0.5372446515706577,0.5242865857717617
2,808,0.21487117384913457,97,0.4829905738094238,0.32920625882654475,0.10867563419350867
8,753,0.8890962427162395,95,0.5031324426464713,0.010105802325375834,0.8449149384515559
1,863,0.9933608550547434,95,0.9550007575025525,0.6150357930359156,0.4780536784851712
3,707,0.08667856115083072,97,0.10025454413747648,0.8536492242402376,0.04310217833068475
5,125,0.8622516283024872,169,0.3805267342978286,0.7105520584478477,0.5529617408569518
1,722,0.390515697684394,181,0.5145474351210202,0.22353238750771165,0.9305171357618816
7,553,0.5240724465067044,68,0.963112739400902,0.8191331983650975,0.0874605060646908
7,734,0.9148159757649807,68,0.5043148170070383,0.30949948389720494,0.12319256536720546
0,285,0.9733791957751172,91,0.7752757201208941,0.21848544723972718,0.3871832830482752
2,583,0.2621639104087994,141,0.7492781080422192,0.9611417880979249,0.7356242607348323
9,779,0.21285077095991378,54,0.566444049428472,0.016597182834976354,0.6046219370753468
8,150,0.08051655859151186,97,0.13070310198598334,0.16756913708793075,0.45795949033173344
4,990,0.561797852662138,75,0.2187587099582603,0.4670010328805899,0.9927458909376996
5,104,0.013604395450668272,123,0.24014025862150123,0.1670692059181299,0.18579328315494126
3,688,0.41189829760993657,158,0.038659647655133855,0.16686950248370225,0.8217567949239464
9,259,0.07338401665200855,184,0.37921800985779075,0.6343483113336315,0.12383695089809388
1,307,0.405225782929334,136,0.6105137223762348,0.8190301217052526,0.17960702627636138
7,356,0.039932189265609264,122,0.14426629873897912,0.6616174497288811,0.2954442655735138
5,304,0.8352172606087689,105,0.17503600979866274,0.10145220501613827,0.873095718869864
4,866,0.20973899393856588,180,0.7069863284026415,0.8953784731147225,0.4442057292196272
8,110,0.328308710357912,175,0.1692533888125637,0.9227478351374852,0.39578541129510614
0,107,0.8700479966063919,190,0.13533557761895654,0.28100254683942105,0.4907257912874725
4,508,0.7462660613322051,108,0.977841886456428,0.5531125391739765,0.6309063320743511
5,131,0.21903836164205848,87,0.014735280743527923,0.48523661697645604,0.42349416802908435
4,639,0.07189941865749605,134,0.3254081693543628,0.6682247263570339,0.9625316884946323
5,817,0.7156737768553395,132,0.03493666139064211,0.9779464122534587,0.13534190984304617
5,486,0.39070255068810933,135,0.8380481935945857,0.9863803462400598,0.4756663042772341
6,327,0.7660799991182212,50,0.5835357142675709,0.5091443259571665,0.41543305810685327
3,739,0.4452947723752104,186,0.047951852893822644,0.09194966247906611,0.692706817783454
7,866,0.3460024129722764,177,0.6153621540272003,0.33447252672884265,0.9630833602450649
6,574,0.4512054082123965,102,0.12309639263328676,0.413566491528512,0.2884128744051644
8,823,0.7485589856706767,137,0.49573260772205585,0.5346333628625896,0.95532650390862
6,850,0.9022202865403741,187,0.6694129145425122,0.9603703706859007,0.8276996320969227
2,306,0.049767196588575535,133,0.148507032834031,0.26241753024815084,0.8104779118718201
2,417,0.5241115412269551,126,0.4970504077459692,0.5366877182465725,0.07307594960728026
7,894,0.0328354290838776,78,0.45741092907704495,0.2910477451317375,0.9405834526414703
4,856,0.4684095450243587,85,0.9157504769232789,0.919461861972623,0.8389278464496849
3,656,0.8852828290969004,76,0.9957013945753053,0.9899576959639302,0.6845831244226117
7,716,0.36159026642030967,195,0.6544744466317358,0.8707392664904691,0.127859238935362
5,447,0.9324504210806432,67,0.8548591556204268,0.33874359197509807,0.4200372592789803
1,892,0.6306084716506094,167,0.6468819574369336,0.27788402236391907,0.8402282558631247
3,333,0.9341553437930064,186,0.8762862554309868,0.4311706107475619,0.4375313765839257
3,800,0.7571666254125197,116,0.43327205189829776,0.747576061662235,0.43645516854304356
5,143,0.10343516664876229,184,0.6079898578336359,0.009315499704274588,0.27012580788418206
5,836,0.23115136756267707,107,0.845169523153447,0.9951111581207133,0.051188250931017865
0,241,0.3941704545835062,79,0.9180857202209175,0.8834113609073051,0.5130038130362593
7,747,0.17010688201207602,122,0.024682733317183292,0.02381553145514903,0.7744694935508842
5,275,0.4949116047766605,172,0.10395269228754456,0.3821001520443691,0.14607135507083202
2,753,0.4713681557014906,131,0.9311720613381269,0.6878340585997484,0.893777567256062
8,548,0.9562591980273812,66,0.5685087697345313,0.2414058665449179,0.5552839850522483
1,691,0.43372788289597775,183,0.990192093933863,0.14283871689167904,0.8122988806239427
7,181,0.7856268042879978,88,0.7926330427168871,0.6293184106569725,0.6670398726285937
9,234,0.9419105448514798,108,0.8181401837431443,0.903525451458761,0.13494562346791028
2,818,0.8769888309739855,151,0.3861225076510072,0.9555933224544798,0.9065922166452142
4,955,0.20866762451159182,87,0.257541387834999,0.010263306283685436,0.7181497528442793
5,276,0.49602989425354427,153,0.5982591739818802,0.8744573534005536,0.03557898972783102
9,482,0.3477397822959257,58,0.8790320986349991,0.5607679055340632,0.5800442387287689
5,342,0.3998586951372155,50,0.725698508708314,0.23770429885545874,0.4801262065756765
3,666,0.3608068262457512,151,0.472175140173945,0.6169437077365727,0.8591540762412417
2,240,0.8263592101750041,136,0.7532004760410383,0.9957887674441166,0.12278491174361172
3,556,0.45213905512244745,172,0.6903976232075948,0.27617233864711954,0.5908440459065512
0,539,0.5236943322446882,96,0.9130514249049292,0.2768882692018,0.3102800398272072
3,155,0.9824473570470746,125,0.2635572231315034,0.698942461028007,0.24561886699319124
0,626,0.05997927219151644,59,0.1193114592570097,0.043207560699808245,0.022535350388416808
0,796,0.4879576397907488,193,0.4700511629722638,0.8205472182630826,0.3322283638499698
9,925,0.7740617069461161,92,0.36108081086215116,0.6525289224491416,0.39609588265199935
5,518,0.15116195818822653,185,0.9748611470669784,0.8411912726303915,0.44778670502109486
4,187,0.6115315946147739,124,0.007504187666253603,0.2307400773206324,0.7347216703536442
3,708,0.23946477953446677,154,0.9333830619797961,0.8471902241473079,0.4035424312194119
2,755,0.8674041132245676,75,0.955079222499964,0.4486135184251052,0.19523988130013592
0,107,0.3270996654000793,56,0.05095837676845605,0.13272223329501498,0.39814623422791295
5,576,0.32906281690090955,128,0.889569851145667,0.9014225966018293,0.06956500588690095
1,314,0.5981938785178935,64,0.47077883963144285,0.7050131478752393,0.9720742292468363
7,784,0.18356290811990872,180,0.7661507364538663,0.16828513561705438,0.06623340866897853
9,834,0.28488863890306104,193,0.07925553113494743,0.24650489564658118,0.2018908535000784
4,651,0.4166318501194115,138,0.9552055941180805,0.26886353912115857,0.4280316364358788
6,596,0.35363786314011036,146,0.6075484750540643,0.9633341872605181,0.9334058296752379
9,793,0.5248772180055824,191,0.8986943033195438,0.8861771635707026,0.17873716321217248
1,602,0.5996401440689663,52,0.6729630942099472,0.34634513204256645,0.39977849092832163
7,881,0.5666674537501646,122,0.5368102940564082,0.46663695029313423,0.9893170582032892
1,798,0.6541683119919323,80,0.1724956843264327,0.28527991492306415,0.6020476261698857
3,344,0.30774951660782024,168,0.17795413020880047,0.7426486579951658,0.614583273661683
0,577,0.12642622715502805,124,0.47257029195302924,0.16120914991930868,0.9741293674567663
4,408,0.7608075414310771,66,0.8704422156413772,0.33861427746913353,0.5060981905193407
8,330,0.850780382630682,52,0.11521867788185625,0.6061044696467154,0.002560744534306769
0,482,0.25700623222243224,172,0.9983851496257438,0.8773444783240136,0.030979643468057594
8,254,0.40709195615801974,104,0.8759122565014994,0.6355502576286165,0.6813981334913026
7,274,0.4985692169635553,160,0.3925587706646535,0.9397264482391181,0.21151122848064496
5,947,0.5333268427529364,149,0.25311833075776513,0.9308092819140158,0.47848073577606465
6,214,0.6594901710876518,89,0.9219960951656542,0.7182994630310263,0.5513722562539735
2,489,0.041603233355321345,171,0.1232116192366357,0.2787019277455005,0.6673501127678253
0,410,0.721477082734017,89,0.34728993541916453,0.6830790709857064,0.08374665234956014
4,399,0.06197100697941027,79,0.08391234849399365,0.19273770425109682,0.7600436823267196
1,117,0.46828856767286786,74,0.9534622797312103,0.3332047026777094,0.9201680149648778
4,883,0.8276711355691941,56,0.6176229486753874,0.7578994122539446,0.25574553666179844
7,111,0.45121531327839626,141,0.33617964467343875,0.8506319325688926,0.380446075958743
8,503,0.14908974876824777,154,0.2754831653703942,0.4167688881157936,0.7438181555769361
1,912,0.9850338450059597,172,0.44409429354302477,0.5234368774242606,0.24844066267719567
2,803,0.8892854620742633,130,0.09137847700727086,0.3861328631930341,0.5422445639062338
2,331,0.771313633225014,145,0.8893489302320822,0.4793002041919492,0.6599468363444047
